 written on 12Jan2017 at 00:13:00 
          34
          71
    2    1    2    1    1    1    1    2    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1
    1    1    1    2    1    1    1    2    1    1    1    1    2    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    2    1    1    1    1    2    1    2
   -2   -2    0    1    1    0.000248   -0.000000
   -2   -2    0    2    1    0.000547   -0.000011
   -2   -2    0    3    1    0.000669    0.000126
   -2   -2    0    4    1    0.000188   -0.000053
   -2   -2    0    5    1   -0.001116    0.000067
   -2   -2    0    6    1   -0.001913   -0.000085
   -2   -2    0    7    1    0.000524    0.000113
   -2   -2    0    8    1    0.001536   -0.000175
   -2   -2    0    9    1   -0.000065    0.000057
   -2   -2    0   10    1   -0.000462    0.000013
   -2   -2    0   11    1    0.000944   -0.000050
   -2   -2    0   12    1   -0.000530   -0.000109
   -2   -2    0   13    1   -0.001100   -0.000068
   -2   -2    0   14    1    0.001507    0.000006
   -2   -2    0   15    1    0.000241    0.000061
   -2   -2    0   16    1   -0.000627    0.000041
   -2   -2    0   17    1   -0.002054   -0.000169
   -2   -2    0   18    1   -0.000281   -0.000247
   -2   -2    0   19    1   -0.000131   -0.000170
   -2   -2    0   20    1   -0.001280   -0.000004
   -2   -2    0   21    1   -0.001295   -0.000213
   -2   -2    0   22    1   -0.002950   -0.000233
   -2   -2    0   23    1    0.001958   -0.000774
   -2   -2    0   24    1    0.003164    0.000268
   -2   -2    0   25    1   -0.005995   -0.000456
   -2   -2    0   26    1    0.013663    0.000939
   -2   -2    0   27    1   -0.000408    0.000005
   -2   -2    0   28    1   -0.003274    0.000107
   -2   -2    0   29    1   -0.008289   -0.001309
   -2   -2    0   30    1    0.004312   -0.001562
   -2   -2    0   31    1    0.002806    0.000108
   -2   -2    0   32    1   -0.001732   -0.000083
   -2   -2    0   33    1   -0.005472   -0.000338
   -2   -2    0   34    1   -0.004540    0.000060
   -2   -2    0    1    2    0.000547    0.000011
   -2   -2    0    2    2   -0.000240    0.000000
   -2   -2    0    3    2   -0.001436   -0.000068
   -2   -2    0    4    2   -0.000037    0.000022
   -2   -2    0    5    2    0.001279   -0.000019
   -2   -2    0    6    2    0.000757    0.000073
   -2   -2    0    7    2    0.000294   -0.000066
   -2   -2    0    8    2   -0.001315    0.000108
   -2   -2    0    9    2    0.001548   -0.000036
   -2   -2    0   10    2    0.001822   -0.000012
   -2   -2    0   11    2   -0.001778    0.000088
   -2   -2    0   12    2   -0.001150    0.000089
   -2   -2    0   13    2   -0.000274    0.000050
   -2   -2    0   14    2   -0.000992    0.000000
   -2   -2    0   15    2   -0.001325   -0.000061
   -2   -2    0   16    2   -0.000465   -0.000036
   -2   -2    0   17    2   -0.001598    0.000085
   -2   -2    0   18    2    0.000242    0.000175
   -2   -2    0   19    2   -0.000858    0.000031
   -2   -2    0   20    2    0.001312    0.000055
   -2   -2    0   21    2    0.000036    0.000092
   -2   -2    0   22    2   -0.000365    0.000184
   -2   -2    0   23    2    0.000474    0.000403
   -2   -2    0   24    2   -0.004451   -0.000159
   -2   -2    0   25    2   -0.009743    0.000351
   -2   -2    0   26    2    0.014235   -0.001356
   -2   -2    0   27    2    0.002669   -0.000022
   -2   -2    0   28    2    0.000456    0.000002
   -2   -2    0   29    2    0.013113    0.000254
   -2   -2    0   30    2    0.005947    0.001070
   -2   -2    0   31    2   -0.001593   -0.000002
   -2   -2    0   32    2   -0.000008    0.000075
   -2   -2    0   33    2    0.000119    0.000190
   -2   -2    0   34    2    0.004199    0.000002
   -2   -2    0    1    3    0.000669   -0.000126
   -2   -2    0    2    3   -0.001436    0.000068
   -2   -2    0    3    3    0.001744   -0.000000
   -2   -2    0    4    3   -0.000596    0.000058
   -2   -2    0    5    3    0.000825   -0.000105
